date,geoRegion,sex,entries,type_variant,pop,sumTotal,per100Persons,per100PersonsTotal,type,version,granularity,freq,prct
202107,NW,female,143,sex,21222,1022,0.67,4.82,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.526,52.6
202108,NW,female,340,sex,21222,1362,1.6,6.42,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.504,50.4
202109,NW,female,162,sex,21222,1524,0.76,7.18,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.577,57.699999999999996
202110,NW,female,5,sex,21222,1529,0.02,7.2,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.625,62.5
202111,NW,female,91,sex,21222,1620,0.43,7.63,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.929,92.9
202112,NW,female,82,sex,21222,1702,0.39,8.02,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.586,58.599999999999994
202113,NW,female,188,sex,21222,1890,0.89,8.91,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.689,68.89999999999999
202114,NW,female,157,sex,21222,2047,0.74,9.65,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.492,49.2
202115,NW,female,299,sex,21222,2346,1.41,11.05,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.596,59.599999999999994
202116,NW,female,273,sex,21222,2619,1.29,12.34,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.532,53.2
202117,NW,female,304,sex,21222,2923,1.43,13.77,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.496,49.6
202118,NW,female,522,sex,21222,3445,2.46,16.23,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.498,49.8
202119,NW,female,447,sex,21222,3892,2.11,18.34,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.511,51.1
202120,NW,female,500,sex,21222,4392,2.36,20.7,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.524,52.400000000000006
202121,NW,female,512,sex,21222,4904,2.41,23.11,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.519,51.9
202122,NW,female,813,sex,21222,5717,3.83,26.94,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.489,48.9
202123,NW,female,756,sex,21222,6473,3.56,30.5,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.477,47.699999999999996
202124,NW,female,585,sex,21222,7058,2.76,33.26,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.461,46.1
202125,NW,female,751,sex,21222,7809,3.54,36.8,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.462,46.2
202126,NW,female,751,sex,21222,8560,3.54,40.34,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.485,48.5
202127,NW,female,468,sex,21222,9028,2.21,42.54,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.436,43.6
202128,NW,female,396,sex,21222,9424,1.87,44.41,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.433,43.3
202129,NW,female,339,sex,21222,9763,1.6,46,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.468,46.800000000000004
202130,NW,female,475,sex,21222,10238,2.24,48.24,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.42,42
202131,NW,female,385,sex,21222,10623,1.81,50.06,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.449,44.9
202132,NW,female,209,sex,21222,10832,0.98,51.04,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.452,45.2
202133,NW,female,111,sex,21222,10943,0.52,51.56,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.439,43.9
202134,NW,female,237,sex,21222,11180,1.12,52.68,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.449,44.9
202135,NW,female,106,sex,21222,11286,0.5,53.18,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.467,46.7
202136,NW,female,131,sex,21222,11417,0.62,53.8,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.533,53.300000000000004
202137,NW,female,194,sex,21222,11611,0.91,54.71,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.492,49.2
202138,NW,female,326,sex,21222,11937,1.54,56.25,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.487,48.699999999999996
202139,NW,female,265,sex,21222,12202,1.25,57.5,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.493,49.3
202140,NW,female,236,sex,21222,12438,1.11,58.61,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.446,44.6
202141,NW,female,357,sex,21222,12795,1.68,60.29,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.451,45.1
202142,NW,female,315,sex,21222,13110,1.48,61.78,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.449,44.9
202143,NW,female,184,sex,21222,13294,0.87,62.64,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.467,46.7
202144,NW,female,81,sex,21222,13375,0.38,63.02,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.42,42
202145,NW,female,98,sex,21222,13473,0.46,63.49,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.476,47.599999999999994
202146,NW,female,73,sex,21222,13546,0.34,63.83,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.453,45.300000000000004
202147,NW,female,66,sex,21222,13612,0.31,64.14,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.478,47.8
202052,NW,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,NA,NA
202053,NW,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,NA,NA
202101,NW,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0,0
202102,NW,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0,0
202103,NW,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0,0
202104,NW,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0,0
202105,NW,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0,0
202106,NW,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0,0
202107,NW,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0,0
202108,NW,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0,0
202109,NW,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0,0
202110,NW,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0,0
202111,NW,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0,0
202112,NW,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0,0
202113,NW,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0,0
202114,NW,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0,0
202115,NW,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0,0
202116,NW,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0,0
202117,NW,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0,0
202118,NW,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0,0
202119,NW,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0,0
202120,NW,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0,0
202121,NW,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0,0
202122,NW,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0,0
202123,NW,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0,0
202124,NW,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0,0
202125,NW,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0,0
202126,NW,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0,0
202127,NW,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0,0
202128,NW,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0,0
202129,NW,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0,0
202130,NW,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0,0
202131,NW,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0,0
202132,NW,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0,0
202133,NW,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0,0
202134,NW,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0,0
202135,NW,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0,0
202136,NW,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0,0
202137,NW,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0,0
202138,NW,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0,0
202139,NW,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0,0
202140,NW,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0,0
202141,NW,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0,0
202142,NW,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0,0
202143,NW,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0,0
202144,NW,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0,0
202145,NW,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0,0
202146,NW,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0,0
202147,NW,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0,0
202052,OW,male,0,sex,19268,0,0,0,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,NA,NA
202053,OW,male,0,sex,19268,0,0,0,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,NA,NA
202101,OW,male,0,sex,19268,0,0,0,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,NA,NA
202102,OW,male,0,sex,19268,0,0,0,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,NA,NA
202103,OW,male,0,sex,19268,0,0,0,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0,0
202104,OW,male,21,sex,19268,21,0.11,0.11,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.447,44.7
202105,OW,male,12,sex,19268,33,0.06,0.17,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.6,60
202106,OW,male,66,sex,19268,99,0.34,0.51,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.412,41.199999999999996
202107,OW,male,303,sex,19268,402,1.57,2.09,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.384,38.4
202108,OW,male,327,sex,19268,729,1.7,3.78,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.522,52.2
202109,OW,male,222,sex,19268,951,1.15,4.94,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.465,46.5
202110,OW,male,15,sex,19268,966,0.08,5.01,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.536,53.6
202111,OW,male,26,sex,19268,992,0.13,5.15,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.208,20.8
202112,OW,male,96,sex,19268,1088,0.5,5.65,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.459,45.9
202113,OW,male,163,sex,19268,1251,0.85,6.49,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.458,45.800000000000004
202114,OW,male,217,sex,19268,1468,1.13,7.62,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.518,51.800000000000004
202115,OW,male,311,sex,19268,1779,1.61,9.23,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.494,49.4
202116,OW,male,220,sex,19268,1999,1.14,10.37,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.449,44.9
202117,OW,male,116,sex,19268,2115,0.6,10.98,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.417,41.699999999999996
202118,OW,male,342,sex,19268,2457,1.77,12.75,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.517,51.7
202119,OW,male,151,sex,19268,2608,0.78,13.54,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.472,47.199999999999996
202120,OW,male,295,sex,19268,2903,1.53,15.07,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.51,51
202121,OW,male,451,sex,19268,3354,2.34,17.41,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.481,48.1
202122,OW,male,669,sex,19268,4023,3.47,20.88,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.485,48.5
202123,OW,male,846,sex,19268,4869,4.39,25.27,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.511,51.1
202124,OW,male,909,sex,19268,5778,4.72,29.99,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.514,51.4
202125,OW,male,594,sex,19268,6372,3.08,33.07,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.529,52.900000000000006
202126,OW,male,518,sex,19268,6890,2.69,35.76,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.57,56.99999999999999
202127,OW,male,241,sex,19268,7131,1.25,37.01,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.546,54.6
202128,OW,male,226,sex,19268,7357,1.17,38.18,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.531,53.1
202129,OW,male,464,sex,19268,7821,2.41,40.59,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.567,56.699999999999996
202130,OW,male,285,sex,19268,8106,1.48,42.07,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.554,55.400000000000006
202131,OW,male,137,sex,19268,8243,0.71,42.78,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.561,56.10000000000001
202132,OW,male,161,sex,19268,8404,0.84,43.62,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.581,58.099999999999994
202133,OW,male,157,sex,19268,8561,0.81,44.43,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.51,51
202134,OW,male,127,sex,19268,8688,0.66,45.09,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.523,52.300000000000004
202135,OW,male,34,sex,19268,8722,0.18,45.27,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.459,45.9
202136,OW,male,230,sex,19268,8952,1.19,46.46,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.572,57.199999999999996
202137,OW,male,186,sex,19268,9138,0.97,47.43,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.481,48.1
202138,OW,male,247,sex,19268,9385,1.28,48.71,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.485,48.5
202139,OW,male,344,sex,19268,9729,1.79,50.49,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.533,53.300000000000004
202140,OW,male,237,sex,19268,9966,1.23,51.72,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.547,54.7
202141,OW,male,428,sex,19268,10394,2.22,53.94,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.562,56.2
202142,OW,male,268,sex,19268,10662,1.39,55.34,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.519,51.9
202143,OW,male,222,sex,19268,10884,1.15,56.49,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.53,53
202144,OW,male,155,sex,19268,11039,0.8,57.29,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.546,54.6
202145,OW,male,112,sex,19268,11151,0.58,57.87,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.502,50.2
202146,OW,male,30,sex,19268,11181,0.16,58.03,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.5,50
202147,OW,male,8,sex,19268,11189,0.04,58.07,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.533,53.300000000000004
202052,OW,female,0,sex,18840,0,0,0,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,NA,NA
202053,OW,female,0,sex,18840,0,0,0,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,NA,NA
202101,OW,female,0,sex,18840,0,0,0,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,NA,NA
202102,OW,female,0,sex,18840,0,0,0,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,NA,NA
202103,OW,female,2,sex,18840,2,0.01,0.01,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,1,100
202104,OW,female,26,sex,18840,28,0.14,0.15,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.553,55.300000000000004
202105,OW,female,8,sex,18840,36,0.04,0.19,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.4,40
202106,OW,female,94,sex,18840,130,0.5,0.69,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.588,58.8
202107,OW,female,486,sex,18840,616,2.58,3.27,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.616,61.6
202108,OW,female,299,sex,18840,915,1.59,4.86,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.478,47.8
202109,OW,female,255,sex,18840,1170,1.35,6.21,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.535,53.5
202110,OW,female,13,sex,18840,1183,0.07,6.28,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.464,46.400000000000006
202111,OW,female,99,sex,18840,1282,0.53,6.8,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.792,79.2
202112,OW,female,113,sex,18840,1395,0.6,7.4,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.541,54.1
202113,OW,female,193,sex,18840,1588,1.02,8.43,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.542,54.2
202114,OW,female,202,sex,18840,1790,1.07,9.5,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.482,48.199999999999996
202115,OW,female,318,sex,18840,2108,1.69,11.19,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.506,50.6
202116,OW,female,270,sex,18840,2378,1.43,12.62,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.551,55.1
202117,OW,female,162,sex,18840,2540,0.86,13.48,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.583,58.3
202118,OW,female,319,sex,18840,2859,1.69,15.18,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.483,48.3
202119,OW,female,169,sex,18840,3028,0.9,16.07,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.528,52.800000000000004
202120,OW,female,283,sex,18840,3311,1.5,17.57,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.49,49
202121,OW,female,487,sex,18840,3798,2.58,20.16,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.519,51.9
202122,OW,female,710,sex,18840,4508,3.77,23.93,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.515,51.5
202123,OW,female,809,sex,18840,5317,4.29,28.22,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.489,48.9
202124,OW,female,859,sex,18840,6176,4.56,32.78,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.486,48.6
202125,OW,female,528,sex,18840,6704,2.8,35.58,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.471,47.099999999999994
202126,OW,female,390,sex,18840,7094,2.07,37.65,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.43,43
202127,OW,female,200,sex,18840,7294,1.06,38.72,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.454,45.4
202128,OW,female,200,sex,18840,7494,1.06,39.78,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.469,46.9
202129,OW,female,354,sex,18840,7848,1.88,41.66,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.433,43.3
202130,OW,female,229,sex,18840,8077,1.22,42.87,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.446,44.6
202131,OW,female,107,sex,18840,8184,0.57,43.44,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.439,43.9
202132,OW,female,116,sex,18840,8300,0.62,44.06,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.419,41.9
202133,OW,female,151,sex,18840,8451,0.8,44.86,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.49,49
202134,OW,female,116,sex,18840,8567,0.62,45.47,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.477,47.699999999999996
202135,OW,female,40,sex,18840,8607,0.21,45.68,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.541,54.1
202136,OW,female,172,sex,18840,8779,0.91,46.6,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.428,42.8
202137,OW,female,201,sex,18840,8980,1.07,47.66,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.519,51.9
202138,OW,female,262,sex,18840,9242,1.39,49.06,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.515,51.5
202139,OW,female,302,sex,18840,9544,1.6,50.66,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.467,46.7
202140,OW,female,195,sex,18840,9739,1.04,51.69,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.45,45
202141,OW,female,334,sex,18840,10073,1.77,53.47,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.438,43.8
202142,OW,female,248,sex,18840,10321,1.32,54.78,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.481,48.1
202143,OW,female,197,sex,18840,10518,1.05,55.83,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.47,47
202144,OW,female,129,sex,18840,10647,0.68,56.51,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.454,45.4
202145,OW,female,111,sex,18840,10758,0.59,57.1,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.498,49.8
202146,OW,female,30,sex,18840,10788,0.16,57.26,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.5,50
202147,OW,female,7,sex,18840,10795,0.04,57.3,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.467,46.7
202052,OW,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,NA,NA
202053,OW,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,NA,NA
202101,OW,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,NA,NA
202102,OW,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,NA,NA
202103,OW,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0,0
202104,OW,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0,0
202105,OW,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0,0
202106,OW,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0,0
202107,OW,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0,0
202108,OW,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0,0
202109,OW,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0,0
202110,OW,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0,0
202111,OW,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0,0
202112,OW,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0,0
202113,OW,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0,0
202114,OW,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0,0
202115,OW,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0,0
202116,OW,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0,0
202117,OW,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0,0
202118,OW,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0,0
202119,OW,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0,0
202120,OW,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0,0
202121,OW,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0,0
202122,OW,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0,0
202123,OW,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0,0
202124,OW,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0,0
202125,OW,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0,0
202126,OW,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0,0
